name,type,required_age,is_free,recommendations,price_overview,metacritic_score,developer,publisher,positive,negative,genre,ccu
Chivalry: Medieval Warfare,game,0.0,False,45265,35.95,79.0,Torn Banner Studios,Torn Banner Studios,54547,11583,Action/ Indie,75
Don't Starve,game,0.0,False,86655,14.5,79.0,Klei Entertainment,Klei Entertainment,99529,3355,Adventure/ Indie/ Simulation,3426
Grim Dawn,game,0.0,False,70725,8.98,83.0,Crate Entertainment,Crate Entertainment,79394,5409,Action/ Adventure/ Indie/ RPG,3699
Kerbal Space Program,game,0.0,False,94078,11.49,88.0,Squad,Private Division ,110114,5933,Indie/ Simulation,2352
Far Cry 3,game,0.0,False,83811,7.48,88.0,Ubisoft Montreal/ Massive Entertainment/ and Ubisoft Shanghai,Ubisoft,83103,9364,Action/ Adventure,768
DmC: Devil May Cry,game,0.0,False,16289,11.23,85.0,Ninja Theory,Capcom,24299,1726,Action/ Adventure,109
Resident Evil 6,game,17.0,False,31634,11.23,69.0,Capcom,Capcom,35000,9000,Action/ Adventure,591
DayZ,game,18.0,False,293628,39.99,0.0,Bohemia Interactive,Bohemia Interactive,260025,92525,Action/ Adventure/ Massively Multiplayer,49312
Age of Empires II (2013),game,0.0,False,80169,28.95,68.0,Skybox Labs/ Hidden Path Entertainment/ Ensemble Studios/ Forgotten Empires,Xbox Game Studios,93478,4182,Strategy,3807
The Stanley Parable,game,0.0,False,38265,21.5,88.0,Galactic Cafe,Galactic Cafe,40246,3301,Adventure/ Indie,42
Resident Evil Revelations,game,15.0,False,7433,10.33,77.0,Capcom,Capcom,10192,1668,Action/ Adventure,91
Insurgency,game,0.0,False,86215,21.5,74.0,New World Interactive,New World Interactive,114398,10246,Action/ Indie/ Strategy,431
POSTAL 2,game,18.0,False,75153,14.5,59.0,Running With Scissors,Running With Scissors,84882,3148,Action/ Adventure/ Indie,458
Cry of Fear,game,0.0,True,312,0.0,0.0,Team Psykskallar,Team Psykskallar,42110,6381,Action/ Adventure/ Indie,773
DCS World Steam Edition,game,0.0,True,570,0.0,0.0,Eagle Dynamics SA,advocatus,24675,3930,Free to Play/ Simulation,1365
No More Room in Hell,game,0.0,True,734,0.0,0.0,No More Room in Hell Team,Lever Games,61607,6952,Action/ Free to Play/ Indie,803
Ace of Spades: Battle Builder,game,0.0,False,12806,0.0,49.0,Jagex Limited,Jagex Limited,12021,6474,Action/ Indie,0
Defiance,game,15.0,False,2481,0.0,64.0,Trion Worlds,Trion Worlds,9678,2995,Action/ Free to Play/ Massively Multiplayer/ RPG,2
FEZ,game,0.0,False,9678,14.5,91.0,Polytron Corporation,Trapdoor,12952,1047,Indie,34
Brothers - A Tale of Two Sons,game,0.0,False,32894,21.5,90.0,Starbreeze Studios AB,505 Games,37753,2190,Action/ Adventure/ Indie,18
Brutal Legend,game,0.0,False,9233,21.5,80.0,Double Fine Productions,Double Fine Productions,16398,1218,Action/ Adventure/ Strategy,45
Infestation: Survivor Stories 2020,game,0.0,True,17381,0.0,0.0,Fredaikis AB,OP Productions LLC,10652,14846,Action/ Free to Play/ Indie/ Massively Multiplayer/ RPG,25
Age of Wonders III,game,0.0,False,6616,42.95,80.0,Triumph Studios,Paradox Interactive,9618,2339,RPG/ Strategy,410
Euro Truck Simulator 2,game,0.0,False,513058,28.95,79.0,SCS Software,SCS Software,647689,17157,Indie/ Simulation,35436
Heroes & Generals,game,0.0,False,2430,0.0,0.0,TLM Partners,TLM Partners,96186,47244,Action/ Free to Play/ Indie/ Massively Multiplayer/ Strategy,5
Company of Heroes,game,0.0,False,9181,23.99,93.0,Relic Entertainment,SEGA,13505,793,Action/ Strategy,1429
Baldur's Gate: Enhanced Edition,game,0.0,False,11826,29.5,78.0,Beamdog,Beamdog,12314,1127,Adventure/ RPG,1229
Wreckfest,game,0.0,False,25571,48.95,81.0,Bugbear,THQ Nordic,29631,4237,Action/ Indie/ Racing/ Simulation/ Sports,954
Divinity: Original Sin (Classic),game,0.0,False,7945,0.0,87.0,Larian Studios,Larian Studios,10691,965,Adventure/ Indie/ RPG/ Strategy,30
Universe Sandbox,game,0.0,False,18043,43.95,0.0,Giant Army,Giant Army,20138,794,Casual/ Indie/ Simulation/ Early Access,385
Warframe,game,13.0,True,2911,0.0,69.0,Digital Extremes,Digital Extremes,469875,73740,Action/ Free to Play/ RPG,44354
Ragnarok Online 2,game,0.0,True,0,0.0,0.0,Gravity/ Inc.,Gravity Interactive,1820,1285,Free to Play/ Massively Multiplayer/ RPG,4
Company of Heroes 2,game,15.0,False,61468,23.99,80.0,Relic Entertainment/ Feral Interactive (Mac)/ Feral Interactive (Linux),SEGA/ Feral Interactive (Mac)/ Feral Interactive (Linux),80295,21698,Strategy,5075
Euro Truck Simulator,game,0.0,False,5626,7.45,0.0,SCS Software,SCS Software,5613,1168,Indie/ Simulation,17
Eador. Masters of the Broken World,game,0.0,False,1549,28.95,74.0,Snowbird Games,Snowbird Games,1791,832,Indie/ RPG/ Strategy,43
Killing Floor 2,game,0.0,False,75781,42.95,75.0,Tripwire Interactive,Tripwire Interactive,100712,14098,Action,2593
POSTAL,game,18.0,True,2359,0.0,56.0,Running With Scissors,Running With Scissors,6410,804,Action/ Indie,30
Stronghold Crusader 2,game,0.0,False,9970,54.99,0.0,FireFly Studios,FireFly Studios,10506,4288,Simulation/ Strategy,719
Shadow Warrior,game,18.0,False,14453,43.95,73.0,Flying Wild Hog,Devolver Digital,22963,1909,Action/ Adventure,30
Far Cry 3 - Blood Dragon,game,0.0,False,14171,5.73,81.0,Ubisoft Montreal,Ubisoft,13560,1779,Action/ Adventure,27
Prison Architect,game,0.0,False,53925,42.95,83.0,Double Eleven/ Introversion Software,Paradox Interactive,59938,6719,Indie/ Simulation/ Strategy,1966
Kenshi,game,0.0,False,60695,42.95,75.0,Lo-Fi Games,Lo-Fi Games,67969,3443,Action/ Indie/ RPG/ Simulation/ Strategy,6007
Mad Max,game,15.0,False,43788,29.95,73.0,Avalanche Studios,Warner Bros. Games/ Warner Bros. Interactive Entertainment,63311,5634,Action/ Adventure,855
Project CARS,game,0.0,False,8799,0.0,83.0,Slightly Mad Studios,Codemasters/ Slightly Mad Studios/ Electronic Arts,11234,2987,Racing/ Simulation/ Sports,85
Shadowrun Returns,game,0.0,False,8912,21.5,76.0,Harebrained Schemes,Paradox Interactive,11357,1470,Adventure/ Indie/ RPG/ Strategy,56
METAL GEAR RISING: REVENGEANCE,game,15.0,False,53082,42.95,83.0,PlatinumGames,Konami Digital Entertainment,65213,2781,Action,487
Warhammer: End Times - Vermintide,game,0.0,False,12826,4.19,79.0,Fatshark,Fatshark,16300,4065,Action/ Indie,80
Tom Clancy’s Splinter Cell Blacklist,game,0.0,False,15506,6.72,0.0,Ubisoft Toronto,Ubisoft,14453,3268,Action/ Adventure,125
War Thunder,game,0.0,True,1841,0.0,81.0,Gaijin Entertainment,Gaijin Distribution KFT,308782,228794,Action/ Free to Play/ Massively Multiplayer/ Simulation,63337
Europa Universalis IV,game,0.0,False,80708,56.95,87.0,Paradox Development Studio/ Paradox Tinto,Paradox Interactive,102549,15523,Simulation/ Strategy,19335
Mortal Kombat Komplete Edition,game,18.0,False,11949,0.0,81.0,NetherRealm Studios/ High Voltage Software,Warner Bros. Interactive Entertainment,16177,1573,Action,105
Elsword,game,0.0,True,0,0.0,0.0,KOG,KOG Games,6865,2352,Action/ Adventure/ Casual/ Free to Play/ Massively Multiplayer/ RPG,297
Transistor,game,0.0,False,26306,29.5,83.0,Supergiant Games,Supergiant Games,27792,1676,Action/ Indie/ RPG,31
Deus Ex: Human Revolution - Director's Cut,game,17.0,False,21760,2.99,91.0,Eidos Montreal,Eidos Interactive Corp.,23697,2020,Action/ RPG,275
Sniper Elite 3,game,0.0,False,18011,4.29,0.0,Rebellion,Rebellion,20070,4344,Action/ Adventure,254
Outlast,game,0.0,False,74001,4.42,80.0,Red Barrels,Red Barrels,99752,3750,Action/ Adventure/ Indie,463
Magicka 2,game,0.0,False,7896,21.5,0.0,Pieces Interactive,Paradox Interactive,9650,2080,Action/ Adventure,90
Contagion,game,0.0,False,9371,14.5,62.0,Monochrome/ Inc,Monochrome/ Inc,10802,4073,Action/ Adventure/ Indie,39
Path of Exile,game,0.0,True,1064,0.0,86.0,Grinding Gear Games,Grinding Gear Games,179172,24313,Action/ Adventure/ Free to Play/ Indie/ Massively Multiplayer/ RPG,13528
Papers/ Please,game,0.0,False,55206,14.5,85.0,Lucas Pope,3909,59261,1752,Adventure/ Indie,555
Dying Light,game,18.0,False,285909,47.95,87.0,Techland,Techland,367850,18872,Action/ RPG,5015
Thief,game,15.0,False,15619,4.04,70.0,Eidos-Montréal/ Feral Interactive (Mac),Eidos Interactive Corp./ Feral Interactive (Mac),16212,5650,Action/ Adventure,142
Amnesia: A Machine for Pigs,game,0.0,False,5963,8.85,72.0,The Chinese Room,Frictional Games,7057,3104,Action/ Adventure/ Indie,17
Spelunky,game,0.0,False,13606,21.5,90.0,Mossmouth,Mossmouth,14294,1214,Indie,104
Game Dev Tycoon,game,0.0,False,36014,14.5,68.0,Greenheart Games,Greenheart Games,34126,1657,Casual/ Indie/ Simulation/ Strategy,212
Panzar,game,0.0,True,0,0.0,0.0,Panzar Studio,OVALIS INVESTMENTS LIMITED,3324,1738,Action/ Free to Play/ Massively Multiplayer/ RPG,15
Getting Over It with Bennett Foddy,game,0.0,False,57163,11.5,0.0,Bennett Foddy,Bennett Foddy,52161,11085,Action,693
Rogue Legacy,game,0.0,False,15213,21.95,85.0,Cellar Door Games,Cellar Door Games,16805,1278,Action/ Adventure/ Indie/ RPG,68
Styx: Master of Shadows,game,0.0,False,7657,28.95,71.0,Cyanide Studio,Cyanide Studio/ Nacon,7731,1586,Action,84
Injustice: Gods Among Us Ultimate Edition,game,0.0,False,8975,29.95,79.0,NetherRealm Studios/ High Voltage Software,Warner Bros. Interactive Entertainment,15592,2540,Action,81
GunZ 2: The Second Duel,game,0.0,True,0,0.0,0.0,Masangsoft/ Inc.,Masangsoft/ Inc.,7014,3600,Action/ Free to Play/ Indie,3
The Forest,game,18.0,False,413025,28.95,83.0,Endnight Games Ltd,Endnight Games Ltd,465243,22200,Action/ Adventure/ Indie/ Simulation,5074
Verdun,game,0.0,False,27804,7.37,70.0,M2H/ Blackmill Games,M2H,31354,5127,Action/ Indie/ Massively Multiplayer/ Simulation/ Strategy,95
Banished,game,0.0,False,34906,28.95,73.0,Shining Rock Software LLC,Shining Rock Software LLC,36063,3911,Indie/ Simulation/ Strategy,865
Assetto Corsa,game,0.0,False,77460,28.95,85.0,Kunos Simulazioni,Kunos Simulazioni,92966,7714,Indie/ Racing/ Simulation/ Sports,12241
Men of War: Assault Squad 2,game,0.0,False,30114,43.95,68.0,Digitalmindsoft,Fulqrum Publishing,35477,3485,Action/ Simulation/ Strategy,1816
Space Engineers,game,0.0,False,90168,28.95,0.0,Keen Software House,Keen Software House,107094,14115,Action/ Indie/ Simulation/ Strategy,7324
SNOW - The Ultimate Edition,game,0.0,False,2209,19.99,0.0,Poppermost Productions/ WastedStudios/ Crytek,Crytek,7859,4168,Casual/ Indie/ Simulation/ Sports,3
Skullgirls 2nd Encore,game,0.0,False,25732,35.95,83.0,Hidden Variable Studios,Autumn Games,27528,9987,Action/ Indie,219
Tropico 5,game,0.0,False,9322,29.95,75.0,Haemimont Games,Kalypso Media Digital,10673,2916,RPG/ Simulation/ Strategy,207
Plague Inc: Evolved,game,0.0,False,42980,21.5,0.0,Ndemic Creations,Ndemic Creations,45663,2666,Casual/ Indie/ Simulation/ Strategy,762
Viscera Cleanup Detail,game,0.0,False,14050,18.5,0.0,RuneStorm,RuneStorm,17337,1250,Indie/ Simulation,301
Crypt of the NecroDancer,game,0.0,False,20456,21.95,87.0,Brace Yourself Games,Brace Yourself Games/ Klei Entertainment,22136,931,Action/ Indie/ RPG,149
Toribash,game,0.0,True,153,0.0,0.0,Nabi Studios,Nicalis/ Inc.,14152,1816,Action/ Free to Play/ Indie/ Strategy,110
Risk of Rain,game,0.0,False,20090,14.5,77.0,Hopoo Games,Chucklefish,27188,1853,Action/ Indie/ RPG,139
The Wolf Among Us,game,15.0,False,25247,11.47,85.0,Telltale,Telltale,30195,690,Action/ Adventure/ Casual,165
How to Survive,game,0.0,False,13745,21.5,60.0,Eko Software,505 Games,13928,2923,Action/ Adventure/ RPG,29
The Binding of Isaac: Rebirth,game,15.0,False,220987,19.99,0.0,Nicalis/ Inc./ Edmund McMillen,Nicalis/ Inc.,240839,5857,Action,16994
Wargame: Red Dragon,game,0.0,False,13765,37.49,78.0,Eugen Systems,Eugen Systems,15479,1855,Indie/ Simulation/ Strategy,961
7 Days to Die,game,0.0,False,185788,35.95,0.0,The Fun Pimps,The Fun Pimps Entertainment LLC,237345,31406,Action/ Adventure/ Indie/ RPG/ Simulation/ Strategy/ Early Access,54370
Divide By Sheep,game,0.0,False,435,7.5,83.0,Victor Solodilov/ Denis Novikov,tinyBuild,2317,231,Adventure/ Casual/ Indie,1
Grimm,game,0.0,False,256,0.0,0.0,Spicyhorse Games,Spicyhorse Games,30932,912,Casual/ Indie,6
Rust,game,17.0,False,774811,39.99,69.0,Facepunch Studios,Facepunch Studios,824082,123399,Action/ Adventure/ Indie/ Massively Multiplayer/ RPG,124008
theHunter Classic,game,0.0,True,581,0.0,0.0,Expansive Worlds/ Avalanche Studios,Expansive Worlds/ Avalanche Studios,22255,17337,Action/ Adventure/ Free to Play/ Simulation/ Sports,758
Knights and Merchants,game,0.0,False,2336,4.97,0.0,Topware Interactive,Topware Interactive,3608,679,Simulation/ Strategy,96
Enclave,game,0.0,False,1644,4.5,71.0,Starbreeze,Topware Interactive,4902,1287,Action/ RPG,6
Resident Evil 4 (2005),game,17.0,False,51908,7.48,79.0,Capcom,Capcom,60951,4750,Action/ Adventure,605
Cities: Skylines,game,0.0,False,176125,42.95,85.0,Colossal Order Ltd.,Paradox Interactive,221429,16057,Simulation/ Strategy,20396
Baldur's Gate II: Enhanced Edition,game,0.0,False,7322,29.5,78.0,Beamdog,Beamdog,7532,701,Adventure/ RPG,974
The Talos Principle,game,0.0,False,23906,43.95,85.0,Croteam,Devolver Digital/ Croteam,25830,1171,Action/ Adventure/ Indie,187
Just Cause 2: Multiplayer Mod,game,0.0,True,104,0.0,0.0,Avalanche Studios,Square Enix,13807,1252,Action/ Adventure,24
The Walking Dead: Season Two,game,18.0,False,21489,17.95,80.0,Telltale Games,Skybound Games,26698,1040,Adventure,101
Killer is Dead - Nightmare Edition,game,0.0,False,3347,2.99,0.0,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,6018,1956,Action,12
Mount & Blade II: Bannerlord,game,0.0,False,176176,69.95,77.0,TaleWorlds Entertainment,TaleWorlds Entertainment,197624,27344,Action/ Indie/ RPG/ Simulation/ Strategy,21906
Ori and the Blind Forest,game,0.0,False,43269,0.0,88.0,Moon Studios GmbH,Xbox Game Studios,48695,2457,Action,399
Borderlands: The Pre-Sequel,game,15.0,False,28065,5.19,75.0,2K Australia/ Gearbox Software/ Aspyr (Linux),2K/ Aspyr (Linux),31431,7259,Action/ RPG,698
Dungeons 2,game,0.0,False,2112,29.95,70.0,Realmforge Studios,Kalypso Media Digital,4024,916,RPG/ Simulation/ Strategy,36
World of Guns: Gun Disassembly,game,0.0,True,310,0.0,0.0,Noble Empire Corp.,Noble Empire Corp.,15138,2891,Action/ Casual/ Free to Play/ Indie/ Simulation/ Strategy,168
Dragons and Titans,game,0.0,False,0,0.0,43.0,Wyrmbyte,Versus Evil,2688,742,Action/ Adventure/ Free to Play/ Indie/ RPG,0
Subnautica,game,0.0,False,216307,44.99,87.0,Unknown Worlds Entertainment,Unknown Worlds Entertainment,230603,7974,Adventure/ Indie,5801
Viscera Cleanup Detail: Santa's Rampage,game,0.0,False,4099,4.5,0.0,RuneStorm,RuneStorm,4909,478,Gore/ Indie/ Simulation,20
Dead Rising 3 Apocalypse Edition,game,17.0,False,10847,8.99,0.0,Capcom Game Studio Vancouver,Capcom,12437,4048,Action,120
The Red Solstice,game,0.0,False,830,14.5,74.0,Ironward,Ironward,1734,668,Action/ RPG/ Strategy,4
Fistful of Frags,game,0.0,True,491,0.0,0.0,Fistful of Frags Team,Fistful of Frags Team,31825,3000,Action/ Free to Play/ Indie,106
Goat Simulator,game,0.0,False,48887,14.5,62.0,Coffee Stain Studios,Coffee Stain Publishing,57763,6154,Casual/ Indie/ Simulation,127
Age of Mythology: Extended Edition,game,0.0,False,26443,42.95,66.0,SkyBox Labs/ Ensemble Studios,Xbox Game Studios,28084,2244,Simulation/ Strategy,2029
The Evil Within,game,17.0,False,16077,29.95,68.0,Tango Gameworks,Bethesda Softworks,21945,3841,Action,197
Aura Kingdom,game,0.0,False,125,0.0,0.0,X-Legend,Aeria Games,6791,1874,Adventure/ Casual/ Free to Play/ Massively Multiplayer/ RPG,1
Cuphead,game,0.0,False,125482,28.95,88.0,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,136131,4988,Action/ Indie,2016
Hero Siege,game,0.0,False,27215,9.99,0.0,Panic Art Studios Ltd.,Panic Art Studios Ltd.,27031,8866,Action/ Adventure/ Indie/ Massively Multiplayer/ RPG,456
RUNNING WITH RIFLES,game,0.0,False,12674,21.5,78.0,Osumia Games,Osumia Games,12846,1738,Action/ Indie,509
American Truck Simulator,game,0.0,False,107236,28.95,76.0,SCS Software,SCS Software,126729,4381,Indie/ Simulation,8315
Grand Theft Auto V,game,0.0,False,1456790,0.0,96.0,Rockstar North,Rockstar Games,1360117,223755,Action/ Adventure,159766
Serena,game,0.0,True,0,0.0,0.0,Senscape,Senscape,4881,1435,Adventure/ Indie,2
Counter-Strike Nexon: Studio,game,0.0,True,614,0.0,0.0,Valve/ NEXON,NEXON,27204,13959,Action/ Casual/ Free to Play/ Massively Multiplayer,633
Evolve Stage 2,game,15.0,False,9289,0.0,77.0,Turtle Rock Studios,2K,33803,14645,Action/ Free to Play,17
Broforce,game,0.0,False,42851,21.95,83.0,Free Lives,Devolver Digital,51223,1560,Action/ Adventure/ Casual/ Indie,395
Depth,game,0.0,False,23068,10.13,65.0,Digital Confectioners,Digital Confectioners,28493,3923,Action/ Indie,66
Guacamelee! Super Turbo Championship Edition,game,0.0,False,2169,21.95,80.0,DrinkBox Studios,DrinkBox Studios,5778,471,Action/ Adventure/ Indie,24
No Man's Sky,game,0.0,False,206648,87.95,61.0,Hello Games,Hello Games,210330,58871,Action/ Adventure,6757
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,game,0.0,False,10135,49.99,71.0,KOEI TECMO GAMES CO./ LTD.,KOEI TECMO GAMES CO./ LTD.,10007,1856,Action,618
A Story About My Uncle,game,0.0,False,11817,21.5,73.0,Gone North Games,Coffee Stain Publishing,26027,2328,Adventure/ Casual/ Indie,19
The I of the Dragon,game,0.0,False,361,2.98,0.0,Primal,TopWare Interactive,605,292,RPG,3
Creativerse,game,0.0,False,2374,35.95,0.0,Playful Corp.,Playful Corp.,24196,6780,Action/ Adventure/ Casual/ Indie/ Massively Multiplayer/ RPG/ Simulation,116
Stellaris,game,0.0,False,106788,56.95,78.0,Paradox Development Studio,Paradox Interactive,134232,17463,Simulation/ Strategy,15080
This War of Mine,game,0.0,False,77988,5.9,83.0,11 bit studios,11 bit studios,86295,6496,Adventure/ Indie/ Simulation,1459
SOMA,game,0.0,False,31549,13.18,84.0,Frictional Games,Frictional Games,34794,1469,Action/ Adventure/ Indie,98
Quake Live,game,0.0,False,3417,14.95,0.0,id Software,Bethesda Softworks,12679,2044,Action,436
BeamNG.drive,game,0.0,False,171947,35.95,0.0,BeamNG,BeamNG,182620,5469,Racing/ Simulation/ Early Access,14538
Warhammer 40/000: Dawn of War III,game,0.0,False,12065,59.99,77.0,Relic Entertainment/ Feral Interactive (Mac)/ Feral Interactive (Linux),SEGA/ Feral Interactive (Mac)/ Feral Interactive (Linux),9870,11000,Action/ Simulation/ Strategy,129
Braveland,game,0.0,False,1048,11.5,0.0,Tortuga Team,Tortuga Team,2428,537,Adventure/ Casual/ Indie/ RPG/ Strategy,5
Gang Beasts,game,0.0,False,40941,28.95,0.0,Boneloaf/ Coatsink,Boneloaf,41831,8452,Action/ Adventure/ Casual/ Indie/ Simulation,764
Tabletop Simulator,game,0.0,False,37746,28.95,0.0,Berserk Games,Berserk Games,56565,3655,Casual/ Indie/ RPG/ Simulation/ Strategy,6320
F1 2015,game,0.0,False,1278,0.0,61.0,Codemasters/ Feral Interactive (Linux),Codemasters/ Feral Interactive (Linux),5374,3156,Racing/ Sports,26
Metro 2033 Redux,game,0.0,False,64698,29.95,0.0,4A Games,Deep Silver,66348,7961,Action,567
Resident Evil Revelations 2,game,15.0,False,19549,1.16,0.0,CAPCOM Co./ Ltd.,CAPCOM Co./ Ltd.,19181,5265,Action/ Adventure,191
Metro: Last Light Redux,game,0.0,False,50479,19.99,76.0,4A Games,Deep Silver,52254,6125,Action,479
Rise of Nations: Extended Edition,game,0.0,False,10608,28.95,89.0,SkyBox Labs/ Big Huge Games,Xbox Game Studios,11963,713,Simulation/ Strategy,768
METAL GEAR SOLID V: THE PHANTOM PAIN,game,18.0,False,56737,28.95,91.0,Konami Digital Entertainment,Konami Digital Entertainment,77932,7566,Action/ Adventure,2053
Warface,game,0.0,True,943,0.0,0.0,MY.GAMES,MY.GAMES,55043,26898,Action/ Adventure/ Free to Play/ Massively Multiplayer/ RPG/ Simulation/ Strategy,1102
Brawlhalla,game,0.0,True,2874,0.0,0.0,Blue Mammoth Games,Ubisoft,275299,54945,Action/ Free to Play/ Indie,18149
Pillars of Eternity,game,0.0,False,14124,42.95,89.0,Obsidian Entertainment,Xbox Game Studios,19648,2644,RPG,666
Deponia: The Complete Journey,game,0.0,False,3048,4.39,0.0,Daedalic Entertainment,Daedalic Entertainment,5293,801,Adventure,61
Overcast - Walden and the Werewolf,game,0.0,False,1204,0.46,0.0,Microblast Games,SA Industry,1719,1111,Action/ Adventure/ Indie,107
Guns and Robots,game,0.0,True,0,0.0,0.0,Masthead Studios Ltd,Masthead Studios Ltd/ Thegamewallstudios/ Gamigo AG,1115,583,Action/ Free to Play/ Indie/ Massively Multiplayer/ RPG,0
RimWorld,game,0.0,False,138387,31.99,87.0,Ludeon Studios,Ludeon Studios,161128,3126,Indie/ Simulation/ Strategy,23158
Just Survive,game,0.0,False,64223,0.0,0.0,Daybreak Game Company,Daybreak Game Company,46353,32154,Action/ Adventure/ Massively Multiplayer,1
War Trigger 3,game,0.0,True,168,0.0,0.0,Rocketeer Games Studio/ LLC,Rocketeer Games Studio/ LLC,4920,3331,Action/ Casual/ Free to Play/ Indie/ Simulation,12
The Escapists,game,0.0,False,13803,25.95,71.0,Mouldy Toof Studios,Team17,14082,1530,Action/ Adventure/ Indie/ Simulation/ Strategy,75
Block N Load,game,0.0,True,1860,0.0,72.0,Toadman Interactive/ Artplant,Toadman Interactive,12023,3311,Action/ Free to Play/ Massively Multiplayer/ Strategy,15
Woodle Tree Adventures,game,0.0,False,1349,4.5,0.0,Fabio Ferrara,Chubby Pixel,3706,1787,Action/ Adventure/ Indie,83
Robocraft,game,0.0,True,2493,0.0,0.0,Freejam,Freejam,86162,32252,Action/ Free to Play/ Indie/ Massively Multiplayer/ RPG/ Simulation,256
Zombie Army Trilogy,game,0.0,False,12209,64.95,72.0,Rebellion,Rebellion,13824,1991,Action,80
Ryse: Son of Rome,game,0.0,False,29233,14.5,61.0,Crytek,Crytek,30442,4880,Action,127
Call to Arms,game,0.0,False,14129,19.99,0.0,Digitalmindsoft,Digitalmindsoft,16408,4210,Action/ Indie/ Simulation/ Strategy,452
BLOCKADE 3D,game,0.0,True,426,0.0,0.0,Novalink,Novalink,15359,10948,Action/ Free to Play/ Early Access,5
Dead Bits,game,0.0,False,3489,0.46,0.0,Microblast Games,SA Industry,4990,3455,Action/ Casual/ Indie,371
ArcheAge,game,13.0,True,792,0.0,80.0,XLGAMES,Kakao Games Europe B.V.,3769,3458,Free to Play/ Massively Multiplayer/ RPG,89
Trove,game,0.0,True,1017,0.0,0.0,gamigo US Inc.,gamigo US Inc.,72593,17530,Action/ Adventure/ Casual/ Free to Play/ Massively Multiplayer/ RPG,1644
Resident Evil,game,0.0,False,15521,7.48,82.0,CAPCOM Co./ Ltd.,CAPCOM Co./ Ltd.,19158,1523,Action/ Adventure,218
INSIDE,game,0.0,False,44685,29.99,87.0,Playdead,Playdead,48205,1667,Action/ Adventure/ Indie,273
Unturned,game,0.0,True,7694,0.0,0.0,Smartly Dressed Games,Smartly Dressed Games,474181,44041,Action/ Adventure/ Casual/ Free to Play/ Indie,53412
The Long Dark,game,0.0,False,87571,29.5,0.0,Hinterland Studio Inc.,Hinterland Studio Inc.,89508,8838,Adventure/ Indie/ Simulation/ Strategy,2184
Sleeping Dogs: Definitive Edition,game,17.0,False,47891,19.99,0.0,United Front Games/ Feral Interactive (Mac),Square Enix/ Feral Interactive (Mac),50747,3900,Action/ Adventure/ Racing,738
Mortal Kombat X,game,18.0,False,32029,29.95,84.0,NetherRealm Studios/ QLOC,Warner Bros. Interactive Entertainment,42003,7999,Action,647
Back to Bed,game,0.0,False,572,2.12,0.0,Bedtime Digital Games,Bedtime Digital Games,2118,492,Action/ Casual/ Indie,3
Gene Shift Auto,game,0.0,True,114,0.0,0.0,Nik Nak Studios,Nik Nak Studios,1825,400,Action/ Free to Play/ Indie/ Early Access,23
DiRT Rally,game,0.0,False,20433,0.0,86.0,Codemasters/ Feral Interactive (Linux)/ Feral Interactive (Mac),Codemasters/ Feral Interactive (Linux)/ Feral Interactive (Mac)/ Electronic Arts,34103,4706,Racing/ Simulation/ Sports,142
Street Fighter V,game,0.0,False,26369,14.97,89.0,CAPCOM Co./ Ltd.,CAPCOM Co./ Ltd.,28135,14009,Action,384
Zero Escape: Zero Time Dilemma,game,0.0,False,3315,28.95,78.0,Spike Chunsoft Co./ Ltd.,Spike Chunsoft Co./ Ltd.,2987,533,Adventure,37
METAL GEAR SOLID V: GROUND ZEROES,game,17.0,False,11493,19.99,80.0,Konami Digital Entertainment,Konami Digital Entertainment,12720,2502,Action/ Adventure,76
Enter the Gungeon,game,0.0,False,65507,21.95,84.0,Dodge Roll,Devolver Digital,70944,3030,Action/ Adventure/ Indie,1155
Data Hacker: Initiation,game,0.0,False,111,1.5,0.0,New Reality Games,New Reality Games,153,84,Adventure/ Indie/ RPG/ Simulation,28
Rain World,game,0.0,False,15445,36.5,66.0,Videocult,Akupara Games,17364,1312,Action/ Adventure/ Indie,1824
Duck Game,game,0.0,False,23107,18.5,82.0,Landon Podbielski,Adult Swim Games,34388,1241,Action/ Indie,441
Sniper Elite 4,game,0.0,False,41763,8.49,78.0,Rebellion,Rebellion,43976,4453,Action/ Adventure,1315
The Expendabros,game,0.0,True,181,0.0,0.0,Free Lives,Devolver Digital,17342,500,Action/ Adventure/ Free to Play/ Indie,39
Stranded Deep,game,0.0,False,37531,28.95,0.0,Beam Team Games,Beam Team Publishing,30798,10219,Adventure/ Indie,614
Microsoft Flight Simulator X: Steam Edition,game,0.0,False,20689,35.95,0.0,Microsoft Game Studios,Xbox Game Studios,20413,3279,Simulation,790
Magic Duels,game,0.0,False,1404,0.0,0.0,Stainless Games Ltd.,Wizards of the Coast LLC,16973,6976,Free to Play/ Strategy,53
Double Action: Boogaloo,game,0.0,True,137,0.0,0.0,Double Action Factory,Double Action Factory,10412,800,Action/ Free to Play/ Indie,14
Five Nights at Freddy's,game,0.0,False,35236,7.5,78.0,Scott Cawthon,Scott Cawthon,36710,2933,Indie/ Simulation,213
